,title,price,UPC,product type,price_excl_vat,price_incl_vat,tax,stock,number_of_reviews
881,And Then There Were None,£35.01,UPCcfe350b20d23b02b,Books,£35.01,£35.01,£0.00,3,0
882,A Walk in the Woods: Rediscovering America on the Appalachian Trail,£30.48,UPCbcee4f289ff6699c,Books,£30.48,£30.48,£0.00,3,0
883,A Visit from the Goon Squad,£14.08,UPC5dbd6ec4e154ad2f,Books,£14.08,£14.08,£0.00,3,0
884,A Storm of Swords (A Song of Ice and Fire #3),£31.22,UPC87beabf664115d79,Books,£31.22,£31.22,£0.00,3,0
885,A Heartbreaking Work of Staggering Genius,£54.29,UPCc9770bb1d5a492a0,Books,£54.29,£54.29,£0.00,3,0
886,8 Keys to Mental Health Through Exercise,£31.04,UPCf5873c8fc7760000,Books,£31.04,£31.04,£0.00,3,0
887,#GIRLBOSS,£50.96,UPC165affa7adb5eded,Books,£50.96,£50.96,£0.00,3,0
888,"The Suffragettes (Little Black Classics, #96)",£11.89,UPCd2185b65af52d68c,Books,£11.89,£11.89,£0.00,2,0
889,The Sense of an Ending,£31.38,UPC4130678275eb7c8c,Books,£31.38,£31.38,£0.00,2,0
890,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",£54.81,UPC276dc716b1da8899,Books,£54.81,£54.81,£0.00,2,0
891,The Course of Love,£16.78,UPCf3c76b53b239f511,Books,£16.78,£16.78,£0.00,2,0
892,Sugar Rush (Offensive Line #2),£24.42,UPCce42e3de94226b2b,Books,£24.42,£24.42,£0.00,2,0
893,"Saga, Volume 2 (Saga (Collected Editions) #2)",£11.75,UPC9189fd009df41d0e,Books,£11.75,£11.75,£0.00,2,0
894,"Run, Spot, Run: The Ethics of Keeping Pets",£20.02,UPCb0e479be03911916,Books,£20.02,£20.02,£0.00,2,0
895,New Moon (Twilight #2),£12.86,UPC6fa3ea52c8e31e06,Books,£12.86,£12.86,£0.00,2,0
896,Life,£31.58,UPC637e5a45062aa548,Books,£31.58,£31.58,£0.00,2,0
897,Kindle Paperwhite User's Guide,£34.00,UPCfb495f9f9015a772,Books,£34.00,£34.00,£0.00,2,0
898,H is for Hawk,£57.42,UPCb6d3f4f4ee1f6069,Books,£57.42,£57.42,£0.00,2,0
899,Girl Online On Tour (Girl Online #2),£53.47,UPC97b8f130d32e9f4e,Books,£53.47,£53.47,£0.00,2,0
900,"Fruits Basket, Vol. 2 (Fruits Basket #2)",£11.64,UPCc0db71f6bb14db11,Books,£11.64,£11.64,£0.00,2,0
901,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),£52.88,UPCd7b463918d3b8c39,Books,£52.88,£52.88,£0.00,2,0
902,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",£18.51,UPC09d26b5f819c6a36,Books,£18.51,£18.51,£0.00,1,0
903,While You Were Mine,£41.32,UPC8ceb5c6aed2c5f8b,Books,£41.32,£41.32,£0.00,1,0
904,Where Lightning Strikes (Bleeding Stars #3),£39.77,UPCdef389ddfda6991b,Books,£39.77,£39.77,£0.00,1,0
905,When I'm Gone,£51.96,UPCc5f91eb481427dc5,Books,£51.96,£51.96,£0.00,1,0
906,Ways of Seeing,£39.51,UPC66a4e422b212726a,Books,£39.51,£39.51,£0.00,1,0
907,"Vampire Knight, Vol. 1 (Vampire Knight #1)",£15.40,UPCe7e87087b1a44711,Books,£15.40,£15.40,£0.00,1,0
908,Vampire Girl (Vampire Girl #1),£53.82,UPCdab5e75d1339706a,Books,£53.82,£53.82,£0.00,1,0
909,Twenty Love Poems and a Song of Despair,£30.95,UPCe63c3f25338baf9a,Books,£30.95,£30.95,£0.00,1,0
910,Travels with Charley: In Search of America,£57.82,UPC0268f149d014b389,Books,£57.82,£57.82,£0.00,1,0
911,Three Wishes (River of Time: California #1),£44.18,UPC460f97a346b44bac,Books,£44.18,£44.18,£0.00,1,0
912,This One Moment (Pushing Limits #1),£48.71,UPCd6d98d3508c30f57,Books,£48.71,£48.71,£0.00,1,0
913,The Zombie Room,£19.69,UPC9c96cd1329fbd82d,Books,£19.69,£19.69,£0.00,1,0
914,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",£36.52,UPCdac9d1e654fac737,Books,£36.52,£36.52,£0.00,1,0
915,The Tumor,£41.56,UPC6514add13c82b115,Books,£41.56,£41.56,£0.00,1,0
916,The Story of Hong Gildong,£43.19,UPC32d035df92ab9080,Books,£43.19,£43.19,£0.00,1,0
917,The Silent Wife,£12.34,UPCb78deb463531d078,Books,£12.34,£12.34,£0.00,1,0
918,The Silent Twin (Detective Jennifer Knight #3),£36.25,UPC9e9932ae1a7d0943,Books,£36.25,£36.25,£0.00,1,0
919,The Selfish Gene,£29.45,UPC6f2c0a9adbb2bca9,Books,£29.45,£29.45,£0.00,1,0
920,The Secret Healer,£34.56,UPC38f776ab9118aed7,Books,£34.56,£34.56,£0.00,1,0
921,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",£54.12,UPC5faefdc861684eb1,Books,£54.12,£54.12,£0.00,1,0
922,The Republic,£33.78,UPC0ec9d2b018fb10d8,Books,£33.78,£33.78,£0.00,1,0
923,The Odyssey,£29.64,UPCf0512adadffd2480,Books,£29.64,£29.64,£0.00,1,0
924,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),£57.70,UPCb0913e67d38d5ed5,Books,£57.70,£57.70,£0.00,1,0
925,The Nicomachean Ethics,£36.34,UPC5c10b64db3e4f228,Books,£36.34,£36.34,£0.00,1,0
926,The Name of the Wind (The Kingkiller Chronicle #1),£50.59,UPCc8614adb1a90b027,Books,£50.59,£50.59,£0.00,1,0
927,The Mirror & the Maze (The Wrath and the Dawn #1.5),£29.38,UPCc40b70e0f6d80189,Books,£29.38,£29.38,£0.00,1,0
928,The Little Prince,£45.42,UPC1aeca7d078d57deb,Books,£45.42,£45.42,£0.00,1,0
929,The Light of the Fireflies,£54.43,UPC04e43893e32f9d29,Books,£54.43,£54.43,£0.00,1,0
930,The Last Girl (The Dominion Trilogy #1),£36.26,UPC16c71736dae78764,Books,£36.26,£36.26,£0.00,1,0
931,The Iliad,£16.16,UPC86d8bd7afa5b51b3,Books,£16.16,£16.16,£0.00,1,0
932,The Hook Up (Game On #1),£36.29,UPC6e473eff459e809f,Books,£36.29,£36.29,£0.00,1,0
933,The Haters,£27.89,UPCfff8a057a40c4a60,Books,£27.89,£27.89,£0.00,1,0
934,The Girl You Lost,£12.29,UPC4280ac3eab57aa5d,Books,£12.29,£12.29,£0.00,1,0
935,The Girl In The Ice (DCI Erika Foster #1),£15.85,UPCee61197edb882599,Books,£15.85,£15.85,£0.00,1,0
936,The End of the Jesus Era (An Investigation #1),£14.40,UPC09659d1639a1f978,Books,£14.40,£14.40,£0.00,1,0
937,The Edge of Reason (Bridget Jones #2),£19.18,UPC29fc016c459aeb14,Books,£19.18,£19.18,£0.00,1,0
938,The Complete Maus (Maus #1-2),£10.64,UPC3301af038a720587,Books,£10.64,£10.64,£0.00,1,0
939,The Communist Manifesto,£14.76,UPC18b4545a5ed15581,Books,£14.76,£14.76,£0.00,1,0
940,The Bhagavad Gita,£57.49,UPCf3a0b8c835129558,Books,£57.49,£57.49,£0.00,1,0
941,The Bette Davis Club,£30.66,UPCdfb0849016bc122c,Books,£30.66,£30.66,£0.00,1,0
942,The Art of Not Breathing,£40.83,UPC5bc1fbccfbf2355c,Books,£40.83,£40.83,£0.00,1,0
943,Taking Shots (Assassins #1),£18.88,UPCa7eef9d6795422c1,Books,£18.88,£18.88,£0.00,1,0
944,Starlark,£25.83,UPCe25164e5b3fe208b,Books,£25.83,£25.83,£0.00,1,0
945,"Skip Beat!, Vol. 01 (Skip Beat! #1)",£42.12,UPC2ac720f76384c57e,Books,£42.12,£42.12,£0.00,1,0
946,Sister Sable (The Mad Queen #1),£13.33,UPC3a9a7c5895e82646,Books,£13.33,£13.33,£0.00,1,0
947,Shatter Me (Shatter Me #1),£42.40,UPC9ed7090d8fa690b0,Books,£42.40,£42.40,£0.00,1,0
948,Shameless,£58.35,UPCc068c013d6921fea,Books,£58.35,£58.35,£0.00,1,0
949,Shadow Rites (Jane Yellowrock #10),£21.72,UPC229cd6564bf0dce4,Books,£21.72,£21.72,£0.00,1,0
950,Settling the Score (The Summer Games #1),£44.91,UPC132adf7335bb384a,Books,£44.91,£44.91,£0.00,1,0
951,Sense and Sensibility,£37.46,UPC35e44170702139a4,Books,£37.46,£37.46,£0.00,1,0
952,"Saga, Volume 1 (Saga (Collected Editions) #1)",£28.48,UPC4f64568dfefa3ce7,Books,£28.48,£28.48,£0.00,1,0
953,"Rhythm, Chord & Malykhin",£28.34,UPC9efb397067eb7e8a,Books,£28.34,£28.34,£0.00,1,0
954,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",£46.96,UPC3cdca3b4a93980f5,Books,£46.96,£46.96,£0.00,1,0
955,Paradise Lost (Paradise #1),£24.96,UPC849db7ab7f4a640c,Books,£24.96,£24.96,£0.00,1,0
956,"Paper Girls, Vol. 1 (Paper Girls #1-5)",£21.71,UPCbcbcbcf0f6ed196f,Books,£21.71,£21.71,£0.00,1,0
957,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",£29.87,UPC326825e02a198cf6,Books,£29.87,£29.87,£0.00,1,0
958,Origins (Alphas 0.5),£28.99,UPC8932e5c12f12ffed,Books,£28.99,£28.99,£0.00,1,0
959,One Second (Seven #7),£52.94,UPC7ea31f38675b91c1,Books,£52.94,£52.94,£0.00,1,0
960,On the Road (Duluoz Legend),£32.36,UPC9ff997ab15713e53,Books,£32.36,£32.36,£0.00,1,0
961,Old Records Never Die: One Man's Quest for His Vinyl and His Past,£55.66,UPCa1985630339f4b3d,Books,£55.66,£55.66,£0.00,1,0
962,Off Sides (Off #1),£39.45,UPCb6f1cfadc4dd79d4,Books,£39.45,£39.45,£0.00,1,0
963,Of Mice and Men,£47.11,UPC39592d9d72e717c4,Books,£47.11,£47.11,£0.00,1,0
964,Myriad (Prentor #1),£58.75,UPC63e20a0f98218a87,Books,£58.75,£58.75,£0.00,1,0
965,My Perfect Mistake (Over the Top #1),£38.92,UPCfd78f89878479f56,Books,£38.92,£38.92,£0.00,1,0
966,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",£39.39,UPC35a60467893aa168,Books,£39.39,£39.39,£0.00,1,0
967,Meditations,£25.89,UPC4f19709e47883df5,Books,£25.89,£25.89,£0.00,1,0
968,Matilda,£28.34,UPC1053fb7ee17a1f33,Books,£28.34,£28.34,£0.00,1,0
969,Lost Among the Living,£27.70,UPCd510567580c8be52,Books,£27.70,£27.70,£0.00,1,0
970,Lord of the Flies,£24.89,UPC71a6471bbdac21d9,Books,£24.89,£24.89,£0.00,1,0
971,Listen to Me (Fusion #1),£58.99,UPC6e712ea24e77bd96,Books,£58.99,£58.99,£0.00,1,0
972,Kitchens of the Great Midwest,£57.20,UPC06f6a57a6d532844,Books,£57.20,£57.20,£0.00,1,0
973,Jane Eyre,£38.43,UPC8d390a1fc3133d06,Books,£38.43,£38.43,£0.00,1,0
974,Imperfect Harmony,£34.74,UPCf28f7299d38c0932,Books,£34.74,£34.74,£0.00,1,0
975,Icing (Aces Hockey #2),£40.44,UPC3455b45888fb5053,Books,£40.44,£40.44,£0.00,1,0
976,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",£45.24,UPC6fe02600f322a0a9,Books,£45.24,£45.24,£0.00,1,0
977,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),£34.96,UPC6717a70913b3db79,Books,£34.96,£34.96,£0.00,1,0
978,"Giant Days, Vol. 1 (Giant Days #1-4)",£56.76,UPCeb0fe24bbc845ecc,Books,£56.76,£56.76,£0.00,1,0
979,"Fruits Basket, Vol. 1 (Fruits Basket #1)",£40.28,UPC72e6fbf4f6382557,Books,£40.28,£40.28,£0.00,1,0
980,Frankenstein,£38.00,UPCa492f49a3e2b6a71,Books,£38.00,£38.00,£0.00,1,0
981,Forever Rockers (The Rocker #12),£28.80,UPCe564c3f1a93ccf2e,Books,£28.80,£28.80,£0.00,1,0
982,Fighting Fate (Fighting #6),£39.24,UPC6390772a3094939d,Books,£39.24,£39.24,£0.00,1,0
983,Emma,£32.93,UPC2e69730561ed70ad,Books,£32.93,£32.93,£0.00,1,0
984,"Eat, Pray, Love",£51.32,UPCdf56868afd166557,Books,£51.32,£51.32,£0.00,1,0
985,Deep Under (Walker Security #1),£47.09,UPC0072b94dfa30608e,Books,£47.09,£47.09,£0.00,1,0
986,Choosing Our Religion: The Spiritual Lives of America's Nones,£28.42,UPCa812f6969ddf3e39,Books,£28.42,£28.42,£0.00,1,0
987,Charlie and the Chocolate Factory (Charlie Bucket #1),£22.85,UPC1774749f2cee292f,Books,£22.85,£22.85,£0.00,1,0
988,Charity's Cross (Charles Towne Belles #4),£41.24,UPCa96404cb928895f3,Books,£41.24,£41.24,£0.00,1,0
989,Bright Lines,£39.07,UPC230ac636ea0ea415,Books,£39.07,£39.07,£0.00,1,0
990,Bridget Jones's Diary (Bridget Jones #1),£29.82,UPCa2b4b685dfa94733,Books,£29.82,£29.82,£0.00,1,0
991,Bounty (Colorado Mountain #7),£37.26,UPCabc0b15f2c907ff0,Books,£37.26,£37.26,£0.00,1,0
992,Blood Defense (Samantha Brinkman #1),£20.30,UPC95cdfd514098c38b,Books,£20.30,£20.30,£0.00,1,0
993,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",£34.65,UPC099fae4a0705d63b,Books,£34.65,£34.65,£0.00,1,0
994,Beyond Good and Evil,£43.38,UPC08672cd59171d5e4,Books,£43.38,£43.38,£0.00,1,0
995,Alice in Wonderland (Alice's Adventures in Wonderland #1),£55.53,UPCcd2a2a70dd5d176d,Books,£55.53,£55.53,£0.00,1,0
996,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",£57.06,UPCbfd5e1701c862ac3,Books,£57.06,£57.06,£0.00,1,0
997,A Spy's Devotion (The Regency Spies of London #1),£16.97,UPC19fec36a1dfb4c16,Books,£16.97,£16.97,£0.00,1,0
998,1st to Die (Women's Murder Club #1),£53.98,UPCf684a82adc49f011,Books,£53.98,£53.98,£0.00,1,0
999,"1,000 Places to See Before You Die",£26.08,UPC228ba5e7577e1d49,Books,£26.08,£26.08,£0.00,1,0
